cdatetime,address,district,beat,grid,crimedescr,ucr_ncic_code,latitude,longitude
2006-01-02 22:00:00.0000000,906 12TH ST,3,3M        ,734,CASUALTY REPORT,7000,38.58053662,-121.4906312
2006-01-02 22:00:00.0000000,1861 GLENROSE AVE,2,2C        ,567,10851(A)VC TAKE VEH W/O OWNER,2404,38.61499899,-121.423449
2006-01-02 22:00:00.0000000,19TH ST / P ST,3,3B        ,766,10851(A)VC TAKE VEH W/O OWNER,2404,38.5704109,-121.4841033
2006-01-02 22:05:00.0000000,19TH ST / J ST,3,3M        ,736,CASUALTY REPORT,7000,38.57704873,-121.4812324
2006-01-02 22:49:00.0000000,2451 MEADOWVIEW RD,5,5A        ,1396,CHILD WELFARE - I RPT,7000,38.48308908,-121.4790012
2006-01-02 22:54:00.0000000,2828 AQUINO DR,1,1B        ,422,FOUND PROPERTY - I RPT,7000,38.61733037,-121.510595
2006-01-02 22:58:00.0000000,NORTHGATE BLVD / RIO TIERRA AVE,1,1C        ,419,TRAFFIC-ACCIDENT INJURY,5400,38.62753184,-121.4755302
2006-01-02 23:00:00.0000000,4500 TRUXEL RD,1,1A        ,306,459 PC  BURGLARY VEHICLE,2299,38.65357208,-121.5095127
2006-01-02 23:00:00.0000000,300 CURRAN AVE,1,1C        ,429,484 PETTY THEFT CLOUT UNLOCKED,2305,38.6208506,-121.4700175
2006-01-02 23:15:00.0000000,18TH ST / V ST W ST ALY,3,3A        ,785,11364 HS POSS DRUG PARAPH,3599,38.56363425,-121.4885101
2006-01-02 23:15:00.0000000,757 ALAMOS AVE,2,2B        ,543,10851(A)VC TAKE VEH W/O OWNER,2404,38.62053806,-121.4489382
2006-01-02 23:30:00.0000000,2304 OAKMONT ST,2,2C        ,603,11350(A)HS POSS CNTRL SUBST,3532,38.60765045,-121.4504831
2006-01-02 23:30:00.0000000,1230 J ST,3,3M        ,744,487(A) GRAND THEFT-INSIDE,2308,38.57900945,-121.489911
2006-01-02 23:30:00.0000000,NORTHGATE BLVD / SAN JUAN RD,1,1C        ,419,459 PC  BURGLARY VEHICLE,2299,38.6296517,-121.4755286
2006-01-02 23:42:00.0000000,4940 MACK RD,5,5B        ,1621,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,38.4735803,-121.4443013
2006-01-02 23:44:00.0000000,EDGEWATER RD / EL CAMINO AVE,2,2C        ,551,11377(A)HS POSS AMPHETAMINES,3572,38.61110308,-121.4618026
2006-01-03 00:00:00.0000000,426 CLAIRE AVE,2,2A        ,203,CASUALTY REPORT,7000,38.66166376,-121.4558592
2006-01-03 00:00:00.0000000,4101 INNOVATOR DR,1,1A        ,336,459 PC  BURGLARY VEHICLE,2299,38.64420903,-121.5129034
2006-01-03 00:00:00.0000000,3962 3RD AVE,6,6A        ,1014,530.5 PC USE PERSONAL ID INFO,2604,38.54944953,-121.4614493
2006-01-03 00:01:00.0000000,8025 WAGON TRAIL WAY,6,6C        ,1445,10851(A)VC TAKE VEH W/O OWNER,2404,38.50098733,-121.41042
2006-01-03 00:01:00.0000000,412 ARCADE BLVD,2,2B        ,542,459 PC  BURGLARY VEHICLE,2299,38.62255411,-121.4560212
2006-01-03 00:01:00.0000000,219 S ST,3,3A        ,772,484 PC-PETTY THEFT-COIN MACHIN,2307,38.57308322,-121.5075511
2006-01-03 00:01:00.0000000,215 S ST,3,3A        ,772,484 PC-PETTY THEFT-COIN MACHIN,2307,38.57308322,-121.5075511
2006-01-03 00:01:00.0000000,217 S ST,3,3A        ,772,484 PC-PETTY THEFT-COIN MACHIN,2307,38.57308322,-121.5075511
2006-01-03 00:01:00.0000000,5720 HOLSTEIN WAY,4,4C        ,1227,459 PC  BURGLARY VEHICLE,2299,38.52186986,-121.5116968
2006-01-03 00:01:00.0000000,1460 WOODRIDGE OAK WAY,1,1C        ,425,459 PC  BURGLARY VEHICLE,2299,38.61775373,-121.4947194
2006-01-03 00:01:00.0000000,4782 KIT WAY,2,2A        ,222,484 PC   PETTY THEFT/INSIDE,2308,38.65467106,-121.4625907
2006-01-03 00:01:00.0000000,1401 TIVERTON AVE,5,5A        ,1361,530.5 PC USE PERSONAL ID INFO,2604,38.49502703,-121.5030125
2006-01-03 00:02:00.0000000,LAS PALMAS AVE / ALTOS AVE,2,2B        ,543,20002(A) HIT/RUN,5401,38.61867245,-121.4481266
2006-01-03 00:02:00.0000000,8120 TIMBERLAKE WAY,5,5C        ,1639,TOWED/STORED VEH-14602.6,7000,38.46101961,-121.414127
2006-01-03 00:05:00.0000000,7530 RUSH RIVER DR,4,4C        ,1292,211 PC  ROBBERY UNSPECIFIED,1299,38.48531018,-121.5356226
2006-01-03 00:08:00.0000000,99 VILLAGE CIR,2,2A        ,238,243(E)1 BATTERY NONCOHAB SPOUS,1315,38.64336682,-121.4216859
2006-01-03 00:09:00.0000000,JIBBOOM ST / RICHARDS BLVD,3,3A        ,721,10851 VC AUTO THEFT LOCATE,2404,38.59667389,-121.5056982
2006-01-03 00:22:00.0000000,1ST AVE / ALHAMBRA BLVD,6,6A        ,1011,12420 PC SELL/TRANSP TEAR GAS,5299,38.55513128,-121.4728661
2006-01-03 00:26:00.0000000,5560 MCGLASHAN ST,6,6B        ,1084,594(B)(1)PC  VANDALISM +$400,2999,38.52512948,-121.4487903
2006-01-03 00:38:00.0000000,19TH ST / CAPITOL AVE,3,3M        ,746,10851 VC AUTO THEFT LOCATE,2404,38.57372161,-121.4826732
2006-01-03 00:41:00.0000000,6815 24TH ST,4,4B        ,1346,MISCELLANEOUS I RPT (ZMISC),7000,38.50290045,-121.4819248
2006-01-03 01:00:00.0000000,4918 KOKOMO DR,1,1A        ,123,487(A) GRAND THEFT-CLOUT-UNLOC,2305,38.66172026,-121.527605
2006-01-03 02:00:00.0000000,2412 E ST,3,3B        ,728,10851(A)VC TAKE VEH W/O OWNER,2404,38.58048952,-121.4715453
2006-01-03 02:00:00.0000000,610 BERCUT DR,3,3A        ,701,459 PC  BURGLARY BUSINESS,2203,38.60055347,-121.4985749
2006-01-03 02:00:00.0000000,7767 LA RIVIERA DR,3,3C        ,888,459 PC  BURGLARY VEHICLE,2299,38.55463027,-121.4116414
2006-01-03 02:01:00.0000000,23RD ST / CAPITOL AVE,3,3B        ,747,11364 HS POSS DRUG PARAPH,3599,38.5722972,-121.4773354
2006-01-03 02:35:00.0000000,4673 DANROTH DR,2,2A        ,222,459 PC  BURGLARY VEHICLE,2299,38.65300918,-121.4618713
2006-01-03 02:54:00.0000000,1245 27TH AVE,4,4A        ,1208,594(B)(1)PC  VANDALISM +$400,2999,38.52845688,-121.5128857
2006-01-03 03:00:00.0000000,1470 MATHEWS WAY,5,5A        ,1371,THREATS - I RPT,7000,38.48972495,-121.5024485
2006-01-03 03:05:00.0000000,715 L ST,3,3M        ,742,211 PC  ROBBERY UNSPECIFIED,1299,38.57905171,-121.4976906
2006-01-03 03:07:00.0000000,6230 GREENHAVEN DR,4,4C        ,1265,10851 VC AUTO THEFT LOCATE,2404,38.51382164,-121.5269234
2006-01-03 03:15:00.0000000,1045 GRAND AVE,2,2A        ,504,594(B)(1)PC  VANDALISM +$400,2999,38.63684482,-121.4423353
2006-01-03 04:00:00.0000000,1824 DAWNELLE WAY,1,1A        ,106,487(A) PC GRAND THEFT,2303,38.68251335,-121.5015993
2006-01-03 04:16:00.0000000,950 ELEANOR AVE,2,2B        ,563,BATTERY - I RPT,7000,38.61586018,-121.4445924
2006-01-03 04:57:00.0000000,4555 FRANCIS CT,4,4A        ,956,187(A)  HOMICIDE,999,38.53402736,-121.4978746
2006-01-03 04:57:00.0000000,4555 FRANCIS CT,4,4A        ,956,MISSING PERSON,7000,38.53402736,-121.4978746
2006-01-03 05:23:00.0000000,2170 20TH AVE,4,4A        ,957,ACCIDENTAL FIRES/ARSON -I RPT,7000,38.53432365,-121.488409
2006-01-03 05:30:00.0000000,3900 ROSEVILLE RD,2,2A        ,507,10851(A)VC TAKE VEH W/O OWNER,2404,38.63908268,-121.4042501
2006-01-03 05:35:00.0000000,416 28TH ST,3,3B        ,718,5150 WI DANGER SELF/OTHERS,7000,38.57984491,-121.4669044
2006-01-03 06:30:00.0000000,3800 DIDCOT CIR,2,2A        ,501,459 PC  BURGLARY RESIDENCE,2204,38.63535473,-121.4622882
2006-01-03 06:39:00.0000000,TRUXEL RD / I 80 EB,1,1B        ,402,496(A) RECEIVE STOLEN PROPERTY,2803,38.63365507,-121.500334
2006-01-03 07:00:00.0000000,8531 THYS CT,6,6C        ,1411,BUSINESS PERMITS - I RPT,7000,38.51928736,-121.3889165
2006-01-03 07:27:00.0000000,BROADWAY / 20TH ST,4,4A        ,907,TOWED/STORED VEHICLE,7000,38.56010621,-121.4867588
2006-01-03 07:30:00.0000000,7024 MAITA CIR,6,6C        ,1112,459 PC  BURGLARY RESIDENCE,2204,38.5404985,-121.4212258
2006-01-03 07:40:00.0000000,3526 37TH ST,6,6A        ,1041,594(B)(2)(A) VANDALISM/ -$400,2999,38.54219716,-121.4673115
2006-01-03 07:57:00.0000000,61ST ST / 19TH AVE,6,6B        ,1067,10851 VC AUTO THEFT LOCATE,2404,38.53494151,-121.4335978
2006-01-03 08:00:00.0000000,7767 21ST AVE,6,6C        ,1132,10851(A)VC TAKE VEH W/O OWNER,2404,38.53243835,-121.4139778
2006-01-03 08:00:00.0000000,5303 FRANKLIN BLVD,4,4B        ,969,FOUND PROPERTY - I RPT,7000,38.52718667,-121.4712477
2006-01-03 08:00:00.0000000,3180 GUADALAJARA WAY,1,1B        ,353,459 PC  BURGLARY VEHICLE,2299,38.62688953,-121.5279374
2006-01-03 08:00:00.0000000,N B ST / N 7TH ST,3,3A        ,705,TRAFFIC-ACCIDENT INJURY,5400,38.5923559,-121.4926811
2006-01-03 08:00:00.0000000,1820 FRIENZA AVE,2,2C        ,568,459 PC  BURGLARY BUSINESS,2203,38.61199425,-121.4244182
2006-01-03 08:00:00.0000000,48 ROSE MEAD CIR,4,4C        ,1289,484G(B) PC ACCESS CARD FRAUD,2605,38.49397262,-121.5075131
2006-01-03 08:02:00.0000000,1671 PEBBLEWOOD DR,1,1B        ,412,484 PETTY THEFT/LICENSE PLATE,2399,38.62145778,-121.49973
2006-01-03 08:02:00.0000000,SELMA ST / DIXIEANNE AVE,2,2C        ,604,10851 VC AUTO THEFT LOCATE,2404,38.60929375,-121.4404159
2006-01-03 08:05:00.0000000,10TH ST / K ST,3,3M        ,744,11357(B)HS POSS -28.5GR MARIJ,3562,38.57920289,-121.493943
2006-01-03 08:06:00.0000000,27TH ST / E ST,3,3B        ,718,TRAFFIC-ACCIDENT INJURY,5400,38.57965854,-121.4681757
2006-01-03 08:06:00.0000000,4520 BROOKFIELD DR,5,5B        ,1603,TOWED/STORED VEHICLE,7000,38.48235122,-121.4506994
2006-01-03 08:08:00.0000000,POCKET RD / COLEMAN RANCH WAY,4,4C        ,1294,TRAFFIC-ACCIDENT INJURY,5400,38.47704073,-121.5231254
2006-01-03 08:10:00.0000000,BANDON WAY / DEVRI CT,1,1B        ,411,FOUND PROPERTY - I RPT,7000,38.62612259,-121.5047204
2006-01-03 08:15:00.0000000,CENTER PKWY / LERNER WAY,5,5B        ,1605,TOWED/STORED VEH-14602.6,7000,38.4797218,-121.440072
2006-01-03 08:16:00.0000000,14TH ST / J ST,3,3M        ,735,TOWED/STORED VEH-14602.6,7000,38.57882476,-121.4878834
2006-01-03 08:21:00.0000000,15 BUSINESS PARK WAY,6,6C        ,1407,10851 VC AUTO THEFT LOCATE,2404,38.51839666,-121.3965716
2006-01-03 08:30:00.0000000,780 GREG THATCH CIR,1,1A        ,102,10851(A)VC TAKE VEH W/O OWNER,2404,38.67803627,-121.5363804
2006-01-03 08:30:00.0000000,4500 TYNEBOURNE ST,1,1A        ,304,594(B)(2)(A) VANDALISM/ -$400,2999,38.65333642,-121.5363135
2006-01-03 08:43:00.0000000,7231 GREENHAVEN DR,4,4C        ,1287,SUSP PERS-NO CRIME - I RPT,7000,38.49417981,-121.5235386
2006-01-03 08:55:00.0000000,3900 ROSEVILLE RD,2,2A        ,507,10851(A)VC TAKE VEH W/O OWNER,2404,38.63908268,-121.4042501
2006-01-03 08:55:00.0000000,5TH ST / J ST,3,3M        ,732,TOWED/STORED VEH-14602.6,7000,38.58207989,-121.5000936
2006-01-03 08:57:00.0000000,1028 LAKE GLEN WAY,4,4C        ,1225,10851 VC AUTO THEFT LOCATE,2404,38.51896869,-121.5205386
2006-01-03 09:00:00.0000000,1701 ARDEN WAY,2,2C        ,619,10851(A)VC TAKE VEH W/O OWNER,2404,38.60027317,-121.4252477
2006-01-03 09:00:00.0000000,10TH AVE / 34TH ST,6,6A        ,1041,20002(A) HIT/RUN,5401,38.54264475,-121.4703011
2006-01-03 09:00:00.0000000,4969 TORONTO WAY,6,6C        ,1133,484 PETTY THEFT CLOUT UNLOCKED,2305,38.53069117,-121.4105872
2006-01-03 09:00:00.0000000,1904 HELENA AVE,2,2C        ,567,530.5 PC USE PERSONAL ID INFO,2604,38.616307,-121.4225354
2006-01-03 09:00:00.0000000,3916 BELDEN ST,2,2A        ,504,484G(B) PC ACCESS CARD FRAUD,2605,38.63909731,-121.4413653
2006-01-03 09:00:00.0000000,7060 ROCK CREEK WAY,6,6C        ,1422,530.5 PC USE PERSONAL ID INFO,2604,38.51364018,-121.4211919
2006-01-03 09:00:00.0000000,5241 9TH AVE,6,6B        ,1035,LOST PROPERTY - I RPT,7000,38.54368712,-121.4443079
2006-01-03 09:11:00.0000000,NORTHGATE BLVD / JEFFERSON AVE,1,1C        ,449,TOWED/STORED VEH-14602.6,7000,38.60672341,-121.4755923
2006-01-03 09:15:00.0000000,2951 LOGANSPORT DR,1,1A        ,123,459 PC  BURGLARY RESIDENCE,2204,38.66321971,-121.5276476
2006-01-03 09:17:00.0000000,FRANKLIN BLVD / 11TH AVE,4,4A        ,937,9.04.070 URINATE/DEFECATE PUB,7399,38.54242538,-121.4757955
2006-01-03 09:28:00.0000000,TORRANCE AVE / 32ND ST,5,5A        ,1387,TOWED/STORED VEH-14602.6,7000,38.4876828,-121.4716869
2006-01-03 09:30:00.0000000,1800 2ND ST,3,3A        ,772,487(A) PC GRAND THEFT,2303,38.5740577,-121.5081215
2006-01-03 09:40:00.0000000,55 QUASAR CIR,5,5A        ,1363,CASUALTY REPORT,7000,38.49442501,-121.4749039
2006-01-03 09:40:00.0000000,H ST / 50TH ST,3,3C        ,825,TOWED/STORED VEHICLE,7000,38.56940412,-121.4417047
2006-01-03 09:41:00.0000000,2420 S ST,3,3B        ,778,10851 VC AUTO THEFT LOCATE,2404,38.56480438,-121.4781317
2006-01-03 09:41:00.0000000,2681 FAIRFIELD ST,2,2B        ,552,10851 VC AUTO THEFT LOCATE,2404,38.6161168,-121.4529308
2006-01-03 09:49:00.0000000,4830 J ST,3,3C        ,845,TOWED/STORED VEHICLE,7000,38.56654113,-121.4436297
2006-01-03 09:58:00.0000000,21ST ST / I ST J ST ALY,3,3B        ,737,TOWED/STORED VEHICLE,7000,38.57688189,-121.4783232
2006-01-03 10:00:00.0000000,316 ROUNDTREE CT,4,4C        ,1264,487(A) GRAND THEFT-INSIDE,2308,38.50336488,-121.5391044
2006-01-03 10:22:00.0000000,8TH ST / K ST,3,3M        ,742,TOWED/STORED VEHICLE,7000,38.57991197,-121.4966071
2006-01-03 10:23:00.0000000,BROOKFIELD DR / TEAK CT,5,5B        ,1399,TOWED/STORED VEH-14602.6,7000,38.48155327,-121.4608538
2006-01-03 10:30:00.0000000,3581 TAYLOR ST,2,2B        ,522,422 PC THREAT/INTENT TO TERROR,1602,38.63252107,-121.4529344
2006-01-03 10:30:00.0000000,2541 ALBATROSS WAY,2,2C        ,568,TOWED/STORED VEHICLE,7000,38.61186919,-121.4235653
2006-01-03 10:40:00.0000000,33RD ST / 12TH AVE,6,6A        ,1041,TRAFFIC-ACCIDENT-NON INJURY,5400,38.54121247,-121.4711438
2006-01-03 10:50:00.0000000,SANDBURG DR / CAMELLIA AVE,3,3C        ,879,TOWED/STORED VEHICLE,7000,38.57024299,-121.4262591
2006-01-03 11:00:00.0000000,8545 FOLSOM BLVD,3,3C        ,1116,594(B)(1)PC  VANDALISM +$400,2999,38.54988284,-121.3883992
2006-01-03 11:00:00.0000000,5400 RALEY BLVD,2,2A        ,206,10851(A)VC TAKE VEH W/O OWNER,2404,38.66583461,-121.4267572
2006-01-03 11:00:00.0000000,575 DISPLAY WAY,2,2A        ,511,10851(A)VC TAKE VEH W/O OWNER,2404,38.64006189,-121.4530341
2006-01-03 11:00:00.0000000,701 12TH ST,3,3A        ,725,484 PC PETTY THEFT,2399,38.58249661,-121.4892459
2006-01-03 11:10:00.0000000,NEASHAM CIR / FRONT ST,3,3A        ,761,9.04.050 A DRINKING IN PUBLIC,7399,38.57899998,-121.5073808
2006-01-03 11:27:00.0000000,21ST ST / S ST,3,3B        ,777,TOWED/STORED VEHICLE,7000,38.56641822,-121.4828556
2006-01-03 11:30:00.0000000,6278 RIVERSIDE BLVD,4,4C        ,1251,459 PC  BURGLARY RESIDENCE,2204,38.51270034,-121.5368634
2006-01-03 11:45:00.0000000,2730 FLORIN RD,5,5A        ,1363,594(B)(2)(A) VANDALISM/ -$400,2999,38.49511942,-121.4760448
2006-01-03 11:46:00.0000000,3845 MARYSVILLE BLVD,2,2A        ,505,TOWED/STORED VEH-14602.6,7000,38.6377679,-121.4300114
2006-01-03 11:48:00.0000000,FRANKLIN BLVD / MEADOWGATE DR,5,5B        ,1369,TRAFFIC-ACCIDENT INJURY,5400,38.49362212,-121.458006
2006-01-03 11:58:00.0000000,10 FIG LEAF CT,2,2A        ,212,5150 WI DANGER SELF/OTHERS,7000,38.65899218,-121.4600156
2006-01-03 12:00:00.0000000,2055 W EL CAMINO AVE,1,1B        ,422,10851(A)VC TAKE VEH W/O OWNER,2404,38.61409015,-121.5086433
2006-01-03 12:00:00.0000000,2815 CONNIE DR,2,2C        ,567,459 PC  BURGLARY RESIDENCE,2204,38.61722561,-121.421177
2006-01-03 12:00:00.0000000,2727 RIVER PLAZA DR,1,1B        ,478,475(C) PASS FORGED NOTE,2506,38.60845539,-121.5250742
2006-01-03 12:00:00.0000000,9TH ST / CAPITOL MALL,3,3M        ,754,TOWED/STORED VEH-14602.6,7000,38.57734295,-121.4962474
2006-01-03 12:00:00.0000000,5700 MACK RD,5,5C        ,1623,475(C) PASS FORGED NOTE,2506,38.4730026,-121.4333379
2006-01-03 12:00:00.0000000,7403 FLORES WAY,5,5A        ,1396,FORGERY-COUNTERFEITING,2503,38.48646868,-121.4758183
2006-01-03 12:21:00.0000000,20TH AVE / FREEPORT BLVD,4,4A        ,957,TRAFFIC-ACCIDENT INJURY,5400,38.53563438,-121.4936121
2006-01-03 12:23:00.0000000,22ND ST / I ST,3,3B        ,737,TRAFFIC-ACCIDENT-NON INJURY,5400,38.57706706,-121.4767617
2006-01-03 12:25:00.0000000,1221 RIVERA DR,2,2B        ,525,459 PC  BURGLARY RESIDENCE,2204,38.62916107,-121.437666
2006-01-03 12:25:00.0000000,19TH ST / R ST S ST ALY,3,3A        ,776,TOWED/STORED VEHICLE,7000,38.56767025,-121.4852913
2006-01-03 12:30:00.0000000,2411 P ST,3,3B        ,767,10851(A)VC TAKE VEH W/O OWNER,2404,38.56863488,-121.476897
2006-01-03 12:30:00.0000000,2832 GRASSLANDS DR,1,1B        ,421,459 PC  BURGLARY RESIDENCE,2204,38.61619673,-121.5179002
2006-01-03 12:31:00.0000000,20TH ST / I ST,3,3B        ,736,TOWED/STORED VEH-14602.6,7000,38.57777929,-121.479429
2006-01-03 12:40:00.0000000,3550 MARYSVILLE BLVD,2,2B        ,526,FOUND PROPERTY - I RPT,7000,38.63228581,-121.4303283
2006-01-03 12:48:00.0000000,CENTER PKWY / CALVINE RD,5,5C        ,1645,TOWED/STORED VEH-14602.6,7000,38.4497213,-121.4258719
2006-01-03 13:00:00.0000000,1532 ROSALIND ST,2,2B        ,526,MISSING PERSON I RPT,7000,38.63070434,-121.4303689
2006-01-03 13:00:00.0000000,O ST / 2ND ST,3,3A        ,762,459 PC  BURGLARY VEHICLE,2299,38.57759578,-121.506495
2006-01-03 13:00:00.0000000,3543 1ST AVE,6,6A        ,1013,HARASSMENT - I RPT,7000,38.55378987,-121.466571
2006-01-03 13:00:00.0000000,4 VINTON CT,5,5C        ,1654,487(D)GRAND THEFT FIREARM/ANIM,2399,38.44313648,-121.4236588
2006-01-03 13:27:00.0000000,3RD ST / J ST,3,3M        ,732,TOWED/STORED VEH-14602.6,7000,38.582786,-121.5027369
2006-01-03 13:30:00.0000000,4488 1/2 65TH ST,6,6B        ,1068,290(F)1 W/I 5 DAYS ADD CHANGE,3699,38.53424184,-121.428681
2006-01-03 13:30:00.0000000,3422 9TH AVE,6,6A        ,1041,487(A) GRAND THEFT-INSIDE,2308,38.54364991,-121.4697342
2006-01-03 13:37:00.0000000,2156 WELLER WAY,4,4A        ,936,459 PC  BURGLARY RESIDENCE,2204,38.54844544,-121.4882798
2006-01-03 13:40:00.0000000,16TH ST / G ST,3,3A        ,726,TRAFFIC-ACCIDENT INJURY,5400,38.58138778,-121.483793
2006-01-03 13:43:00.0000000,FOLSOM BLVD / JACKSON RD,3,3C        ,1115,TRAFFIC-ACCIDENT INJURY,5400,38.5470688,-121.3989901
2006-01-03 13:46:00.0000000,8548 HERMITAGE WAY,5,5C        ,1653,TOWED/STORED VEHICLE,7000,38.44814292,-121.4281961
2006-01-03 13:51:00.0000000,3832 HURON ST,2,2A        ,505,5150 WI DANGER SELF/OTHERS,7000,38.63778289,-121.4336278
2006-01-03 13:55:00.0000000,30TH ST / CAPITOL AVE,3,3C        ,841,TRAFFIC-ACCIDENT INJURY,5400,38.56979971,-121.4679798
2006-01-03 14:00:00.0000000,2242 ROYALE RD,2,2C        ,606,459 PC  BURGLARY RESIDENCE,2204,38.60574184,-121.4277652
2006-01-03 14:00:00.0000000,4700 CREST DR,1,1A        ,136,242 PC  BATTERY CIVILIAN,1313,38.66064286,-121.5030691
2006-01-03 14:00:00.0000000,3437 JOLA CIR,5,5A        ,1506,487(A) PC GRAND THEFT,2303,38.4801213,-121.4664854
2006-01-03 14:09:00.0000000,EMMONS ST / MACARTHUR ST,2,2A        ,236,10851 VC AUTO THEFT LOCATE,2404,38.64426884,-121.4274874
2006-01-03 14:11:00.0000000,17TH ST / J ST,3,3M        ,736,POSS STOLEN VEHICLE- I RPT,7000,38.5777553,-121.4838823
2006-01-03 14:30:00.0000000,699 RIVERCREST DR,4,4C        ,1251,459 PC  BURGLARY RESIDENCE,2204,38.51495249,-121.535615
2006-01-03 14:30:00.0000000,144 CEDAR ROCK CIR,5,5B        ,1614,459 PC  BURGLARY RESIDENCE,2204,38.48090489,-121.4584308
2006-01-03 14:33:00.0000000,5303 FRANKLIN BLVD,4,4B        ,969,FOUND PROPERTY - I RPT,7000,38.52718667,-121.4712477
2006-01-03 14:50:00.0000000,3555 AUBURN BLVD,2,2A        ,509,MISSING PERSON,7000,38.63862878,-121.3815598
2006-01-03 14:50:00.0000000,GATEWAY PARK BLVD / ARENA BLVD,1,1A        ,307,NON INJ HR/MAIL OUT REPORT,7000,38.64662608,-121.5027081
2006-01-03 14:58:00.0000000,1443 HOPKINS ST,4,4C        ,1311,TOWED/STORED VEHICLE,7000,38.51408657,-121.5030091
2006-01-03 15:00:00.0000000,2628 27TH ST,4,4A        ,908,290(F)1 W/I 5 DAYS ADD CHANGE,3699,38.55531685,-121.4792852
2006-01-03 15:00:00.0000000,2750 SUTTERVILLE RD,4,4B        ,958,MISSING PERSON,7000,38.53881527,-121.479014
2006-01-03 15:00:00.0000000,3375 SMOKE TREE DR,1,1B        ,401,530.5 PC USE PERSONAL ID INFO,2604,38.62928795,-121.5064872
2006-01-03 15:00:00.0000000,MACK RD / HWY 99 NB,5,5C        ,1607,ASSAULT WITH WEAPON - I RPT,7000,38.47428454,-121.4227089
2006-01-03 15:00:00.0000000,NATOMAS BLVD / CLUB CENTER DR,1,1A        ,106,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,38.67081464,-121.5077758
2006-01-03 15:00:00.0000000,2827 MENDEL WAY,1,1C        ,427,FOUND PROPERTY - I RPT,7000,38.61668041,-121.488539
2006-01-03 15:00:00.0000000,1900 DANBROOK DR,1,1A        ,136,BURGLARY - I RPT,7000,38.66809307,-121.5064006
2006-01-03 15:02:00.0000000,I ST / 16TH ST,3,3M        ,736,TOWED/STORED VEHICLE,7000,38.579198,-121.4847429
2006-01-03 15:04:00.0000000,MUIR WAY / MCCLATCHY WAY,4,4A        ,904,496(A) RECEIVE STOLEN PROPERTY,2803,38.55864807,-121.5050314
2006-01-03 15:07:00.0000000,113 K ST,3,3M        ,741,484 PETTY THEFT-SHOPLIFT,2303,38.58245363,-121.5052755
2006-01-03 15:10:00.0000000,5959 LEMON PARK WAY,6,6B        ,1401,459 PC  BURGLARY RESIDENCE,2204,38.51737845,-121.4347262
2006-01-03 15:15:00.0000000,715 L ST,3,3M        ,742,484 PC PETTY THEFT,2399,38.57905171,-121.4976906
2006-01-03 15:19:00.0000000,33RD ST / 12TH AVE,6,6A        ,1041,11357(B)HS POSS -28.5GR MARIJ,3562,38.54121247,-121.4711438
2006-01-03 15:30:00.0000000,3381 SHADOW TREE DR,1,1B        ,401,MISSING PERSON,7000,38.62942123,-121.5055446
2006-01-03 15:30:00.0000000,FRUITRIDGE RD / FRANKLIN BLVD,4,4B        ,969,459 PC  BURGLARY VEHICLE,2299,38.52488785,-121.4717471
2006-01-03 15:30:00.0000000,3904 MAY ST,2,2A        ,504,MISSING PERSON,7000,38.63869884,-121.4424398
2006-01-03 15:33:00.0000000,18TH ST / K ST,3,3M        ,746,TOWED/STORED VEHICLE,7000,38.57629892,-121.4830358
2006-01-03 16:00:00.0000000,3211 DEL MAR WAY,2,2B        ,545,484 PC  PETTY THEFT/ OUTSIDE,2309,38.62675838,-121.4354096
2006-01-03 16:08:00.0000000,1780 71ST AVE,5,5A        ,1501,POSSIBLE MENTAL - I RPT,7000,38.47717845,-121.4972996
2006-01-03 16:14:00.0000000,12TH ST / T ST,3,3A        ,775,20002(A) HIT/RUN,5401,38.56858874,-121.4955782
2006-01-03 16:22:00.0000000,19TH ST / I ST,3,3M        ,736,MISCELLANEOUS I RPT (ZMISC),7000,38.57813402,-121.4807627
2006-01-03 16:28:00.0000000,2285 JOHN STILL DR,5,5A        ,1503,5150 WI DANGER SELF/OTHERS,7000,38.47753956,-121.4839042
2006-01-03 16:29:00.0000000,FLORIN PERKINS RD / JACKSON RD,3,6C        ,1126,TRAFFIC-ACCIDENT INJURY,5400,38.54439581,-121.3908868
2006-01-03 16:30:00.0000000,1200 N B ST,3,3A        ,706,MISCELLANEOUS I RPT (ZMISC),7000,38.59007055,-121.4856685
2006-01-03 16:36:00.0000000,428 W SILVER EAGLE RD,1,1C        ,419,TOWED/STORED VEHICLE,7000,38.62995233,-121.4727959
2006-01-03 16:40:00.0000000,712 MOREY AVE,2,2A        ,512,11357(B)HS POSS -28.5GR MARIJ,3562,38.63446573,-121.4495692
2006-01-03 16:43:00.0000000,925 L ST,3,3M        ,744,THREATS - I RPT,7000,38.57845904,-121.4946409
2006-01-03 16:45:00.0000000,7678 CANOVA WAY,5,5C        ,1605,459 PC  BURGLARY RESIDENCE,2204,38.47889655,-121.4346919
2006-01-03 16:45:00.0000000,166 STANFORD AVE,2,2C        ,601,23152(A) VC DUI-ALCOHOL/DRUGS,5404,38.60894608,-121.4626763
2006-01-03 16:48:00.0000000,593 LELANDHAVEN WAY,4,4C        ,1251,11377(A)HS POSS AMPHETAMINES,3572,38.51206582,-121.5423299
